title,uri,type,representative_latitude,representative_longitude,location_precision,
Vagniacis,https://pleiades.stoa.org/places/79729,sanctuary,51.431943,0.322311,precise,
Lisht,https://pleiades.stoa.org/places/797229144,cemetery,29.567510387917800,31.223226244786000,rough,
Nettleton,https://pleiades.stoa.org/places/79609,temple-2,51.504169,-2.259594,precise,
Sanctuary of Fortuna Primigenia ,https://pleiades.stoa.org/places/7963799,temple-2,41.8395691,12.8931357,precise,
Saqqarah,https://pleiades.stoa.org/places/796289136,cemetery,29.85980278981690,31.218218427217700,rough,
Caesarea Mithraeum,https://pleiades.stoa.org/places/791438655,sanctuary,32.4991,34.8941,precise,
Mushabbak Basilica,https://pleiades.stoa.org/places/791239360,church-2,36.25458708676440,36.88353182246940,precise,
"Punic-Roman Sanctuary, Kamart",https://pleiades.stoa.org/places/791512058,sanctuary,36.903732,10.313699,precise,
Farley Heath,https://pleiades.stoa.org/places/79459,sanctuary,51.1936647,-0.49646365,precise,
Northern Stelae Field,https://pleiades.stoa.org/places/794683793,cemetery,14.131925948441000,38.71898778407260,precise,
Al-Khazneh,https://pleiades.stoa.org/places/794388242,tomb,30.322262725,35.451571050000000,precise,
"Synagogue at Aḥmadiah (Aḥmadiya, Ahmadiyye)",https://pleiades.stoa.org/places/794388243,sanctuary,32.9985815,35.7034395,rough,
Brigstock,https://pleiades.stoa.org/places/79356,temple-2,52.458402,-0.608614,precise,
Bartlow Hills,https://pleiades.stoa.org/places/79317,cemetery,52.07964769825690,0.3136379839076650,precise,
Bray,https://pleiades.stoa.org/places/79350,cemetery,53.2043995,-6.109186,precise,
Brean Down,https://pleiades.stoa.org/places/79351,temple-2,51.327135,-3.031779,precise,
Coleshill,https://pleiades.stoa.org/places/79397,sanctuary,52.497283,-1.70549,precise,
Temple of Isis,https://pleiades.stoa.org/places/793723815,temple-2,40.7491701,14.488028,precise,
Filippovka Burial Ground,https://pleiades.stoa.org/places/793280621,cemetery,51.2650232,53.8063783,precise,
Eurysakeion,https://pleiades.stoa.org/places/79269910,shrine,37.9754289,23.7212142,rough,
Tomb of Publius Vesonius Phileros ,https://pleiades.stoa.org/places/792436981,tomb,40.74889872700590,14.493148947456600,precise,
Monte Li Santi,https://pleiades.stoa.org/places/792532423,sanctuary,42.2087365,12.4155603,precise,
Henley Wood,https://pleiades.stoa.org/places/79507,sanctuary,51.385726,-2.817342,precise,
Roman Tomb at Mersea,https://pleiades.stoa.org/places/79599,tumulus,51.7911217,0.9314015,precise,
Lydney,https://pleiades.stoa.org/places/79583,temple-2,51.721324579239200,-2.55788815008054,precise,
‘Lavobrinta’?,https://pleiades.stoa.org/places/79556,sanctuary,52.58207665430560,-3.1709767662354100,precise,
Jordan Hill Roman Temple,https://pleiades.stoa.org/places/79540,sanctuary,50.637493,-2.4271767,precise,
Hockwold,https://pleiades.stoa.org/places/79516,temple-2,52.463936,0.537688,precise,
Lamyatt,https://pleiades.stoa.org/places/79554,cemetery,51.121563,-2.494228,precise,
Harlow,https://pleiades.stoa.org/places/79502,sanctuary,51.7832995,0.11913300000000000,precise,
Hayling Island Iron-Age/Roman Sanctuary,https://pleiades.stoa.org/places/79504,sanctuary,50.817858066666700,-0.9783851666666670,precise,
Aramum,https://pleiades.stoa.org/places/795778,cemetery,22.791046,32.579727,precise,
Argin,https://pleiades.stoa.org/places/795779,cemetery,21.973929,31.353275,precise,
Abri,https://pleiades.stoa.org/places/795772,cemetery,20.8,30.333333,precise,
Ballana,https://pleiades.stoa.org/places/795783,cemetery,22.266669,31.56667,precise,
Gammai,https://pleiades.stoa.org/places/795810,cemetery,21.759865,31.227969,precise,
Firka,https://pleiades.stoa.org/places/795807,cemetery,20.894209,30.591101,precise,
Dimri,https://pleiades.stoa.org/places/795800,temple,23.846298,32.876967,precise,
Parembole?,https://pleiades.stoa.org/places/795840,temple-2,23.897543,32.857124,precise,
Tzitzis,https://pleiades.stoa.org/places/795876,temple-2,23.66287,32.872498,precise,
Tutzis,https://pleiades.stoa.org/places/795875,temple-2,23.383055,32.95,precise,
Soleb,https://pleiades.stoa.org/places/795863,sanctuary,20.436406369108100,30.33406129123700,precise,
Per-Ptah,https://pleiades.stoa.org/places/795843,cemetery,23.63481465449010,32.8780876926598,precise,
Paptoulis?,https://pleiades.stoa.org/places/795839,temple-2,23.493643,32.9011,precise,
Simalo?,https://pleiades.stoa.org/places/795862,cemetery,22.730664,32.264048,precise,
Qustul,https://pleiades.stoa.org/places/795849,cemetery,22.255737,31.623893,precise,
Forum Cambusis?,https://pleiades.stoa.org/places/795808,sanctuary,22.360039,31.60857,precise,
Kobosh,https://pleiades.stoa.org/places/795825,temple-2,23.449841,32.874172,precise,
Qalt al-Fagere,https://pleiades.stoa.org/places/795848,cemetery,23.785781,35.411289,precise,
Abini nuragic sanctuary,https://pleiades.stoa.org/places/795823945,sanctuary,40.1454755,9.0928967,precise,
Temple C at Selinus,https://pleiades.stoa.org/places/795363785,temple-2,37.58316968328570,12.825325290229400,precise,
Ipatovo-3 Kurgan,https://pleiades.stoa.org/places/700326647,tumulus,45.67643861425470,42.91478678536810,precise,
Petrera,https://pleiades.stoa.org/places/707608,church,34.747153,33.362253,precise,
"Zeus Labranios, T.",https://pleiades.stoa.org/places/707645,sanctuary,34.758237,33.014159,precise,
Trakhonas,https://pleiades.stoa.org/places/707635,temple,35.387553,33.86049,precise,
Rantidi,https://pleiades.stoa.org/places/707615,sanctuary,34.685588,32.624417,precise,
Skales,https://pleiades.stoa.org/places/707622,cemetery,34.68818,32.590521,precise,
Toumpa,https://pleiades.stoa.org/places/707634,sanctuary,35.159374,33.900893,precise,
Panagia tis Kyras,https://pleiades.stoa.org/places/707601,church,35.401657,34.022515,precise,
Panagia Kanakaria,https://pleiades.stoa.org/places/707600,church,35.4776,34.156296,precise,
Vounari,https://pleiades.stoa.org/places/707641,sanctuary,35.41041,33.844141,precise,
Shyrvallos,https://pleiades.stoa.org/places/707620,church,34.774025,32.433038,precise,
Petrera,https://pleiades.stoa.org/places/707607,church,35.231408,33.60224,precise,
Pergamos,https://pleiades.stoa.org/places/707606,temple,35.046085,33.704175,precise,
Athenian Treasury at Delphi,https://pleiades.stoa.org/places/707804475,treasury,38.481828,22.501279,precise,
Ag. Mavri,https://pleiades.stoa.org/places/707445,church,34.778573,32.914776,precise,
"Aphrodite Akraia, T.",https://pleiades.stoa.org/places/707469,sanctuary,35.692703,34.586367,precise,
"Artemis, T.",https://pleiades.stoa.org/places/707486,sanctuary,35.057081,33.791481,precise,
"Baal-Hamman, T.",https://pleiades.stoa.org/places/707490,sanctuary,35.101223,33.15302,precise,
Ag. Theodoros,https://pleiades.stoa.org/places/707449,cemetery,34.89387,33.03246,precise,
Aphrodites Lophos,https://pleiades.stoa.org/places/707473,sanctuary,34.75,34.25,rough,
"Aphrodite, T.",https://pleiades.stoa.org/places/707472,sanctuary,34.987813,33.191067,precise,
Ag. Stephanos,https://pleiades.stoa.org/places/707448,church,34.765805,32.786706,precise,
"Apollo Alasiotas, T.",https://pleiades.stoa.org/places/707475,sanctuary,35.020143,33.278243,precise,
"Apollo, T.",https://pleiades.stoa.org/places/707480,sanctuary,35.045617,33.453444,precise,
Ag. Eirini,https://pleiades.stoa.org/places/707438,sanctuary,35.303193,32.965638,precise,
Ayios Photios,https://pleiades.stoa.org/places/707479,sanctuary,35.056263,33.581129,precise,
"Apollo Melanthios, T.",https://pleiades.stoa.org/places/707478,sanctuary,34.829792,32.577772,precise,
"Apollo, T.",https://pleiades.stoa.org/places/707481,sanctuary,34.973899,33.528885,precise,
"Apollo Agyates, T.",https://pleiades.stoa.org/places/707474,sanctuary,35.233592,33.489247,precise,
"Apollo Mageirios, T.",https://pleiades.stoa.org/places/707477,sanctuary,35.010287,33.690586,precise,
"Apollo Hylates, T.",https://pleiades.stoa.org/places/707476,sanctuary,34.67270936350740,32.86360429721390,precise,
Ag. Tykhonas,https://pleiades.stoa.org/places/707451,sanctuary,34.731871,33.139828,precise,
"Aphrodite Paphia, T.",https://pleiades.stoa.org/places/707471,sanctuary,35.25725,33.487926,precise,
"Athena, T.",https://pleiades.stoa.org/places/707488,sanctuary,34.983613,32.89886,precise,
Aphrodite Golgia,https://pleiades.stoa.org/places/707470,sanctuary,35.087379,33.620066,precise,
Ag. Trias,https://pleiades.stoa.org/places/707450,church,35.543053,34.227391,precise,
Khar gov',https://pleiades.stoa.org/places/707475714,tomb,46.89179763153010,91.97227904325340,precise,
Lacus Iuturnae,https://pleiades.stoa.org/places/707467453,sanctuary,41.8916018,12.4859236,precise,
Laxia tis Skhistis,https://pleiades.stoa.org/places/707557,shrine,35.127665,32.790763,precise,
Iskender,https://pleiades.stoa.org/places/707520,cemetery,34.779379,32.427422,precise,
Panagia Angeloktistos,https://pleiades.stoa.org/places/707599,church-2,34.84758025950490,33.57099498794260,precise,
Larnaka,https://pleiades.stoa.org/places/707556,cemetery,34.916662,33.633337,precise,
Myrtou,https://pleiades.stoa.org/places/707584,sanctuary,35.28681,33.086765,precise,
Geronisos,https://pleiades.stoa.org/places/707511,sanctuary,34.89951935,32.3114839,precise,
Lysi,https://pleiades.stoa.org/places/707566,church,35.1068,33.669178,precise,
Kapsalaes,https://pleiades.stoa.org/places/707524,sanctuary,34.841422,33.262499,precise,
Ellinospilios,https://pleiades.stoa.org/places/707508,cemetery,34.786843,32.442856,precise,
Nymphaion,https://pleiades.stoa.org/places/707590,sanctuary,35.130441,33.415773,precise,
Kato Dephtera,https://pleiades.stoa.org/places/707528,cemetery,35.08615,33.283043,precise,
Kellarka,https://pleiades.stoa.org/places/707529,cemetery,35.17662,33.891698,precise,
Komissariato,https://pleiades.stoa.org/places/707542,sanctuary,34.685125,33.011587,precise,
"Hera, T.",https://pleiades.stoa.org/places/707515,sanctuary,34.898922,32.616022,precise,
Laneia,https://pleiades.stoa.org/places/707554,temple,34.57724836488140,32.99626006551780,precise,
Mavrovounoi,https://pleiades.stoa.org/places/707578,temple,34.950533,33.342979,precise,
Cerreto Sannita,https://pleiades.stoa.org/places/706151554,temple-2,41.3057419805472,14.562761458094400,precise,
Località De Santis I at Pontecagnano,https://pleiades.stoa.org/places/708026976,cemetery,40.644837,14.874014,precise,
Tomb of the Winged Demons,https://pleiades.stoa.org/places/708406049,tomb,42.6580134,11.6326827,precise,
The Great Pyramid,https://pleiades.stoa.org/places/704360201,pyramid,29.979160035051500,31.134215651633900,precise,
Sîn temple (Khorsabad),https://pleiades.stoa.org/places/704546158,temple-2,36.509133,43.227985,precise,
Tomb of the Dolphin,https://pleiades.stoa.org/places/704548440,tomb,42.4159693,11.6390388,precise,
Tomb of Cuccumella,https://pleiades.stoa.org/places/704548439,tumulus,42.41443881855680,11.642591146702600,precise,
Mithraeum at Segontium,https://pleiades.stoa.org/places/702114508,temple-2,53.137281,-4.262435,precise,
"Sanctuary of Poseidon at Kalaureia, Poros",https://pleiades.stoa.org/places/705163201,sanctuary,37.522566445381100,23.480099155704800,precise,
Sheikh Abd el-Qurna,https://pleiades.stoa.org/places/779439862,cemetery,25.72493,32.60255,precise,
Sanctae Mariae in Palmis,https://pleiades.stoa.org/places/770702013,church,41.8664586,12.5036031,precise,
Casale di Giovio,https://pleiades.stoa.org/places/770702014,tomb,41.8877325,12.4340781,precise,
Unnamed Gallo-Roman temple,https://pleiades.stoa.org/places/770872725,temple-2,47.3240420307284,1.29909693665355,precise,
Eurmeiminanki,https://pleiades.stoa.org/places/777728190,temple-2,32.39177257023260,44.341734384475700,precise,
Casacce necropolis,https://pleiades.stoa.org/places/777851101,cemetery,42.2765281,12.026061,precise,
Temple of the Winged Lions,https://pleiades.stoa.org/places/777218560,temple-2,30.3292494,35.4424763,precise,
Great Temple of Petra,https://pleiades.stoa.org/places/777218559,temple-2,30.328884229290800,35.442377201136500,precise,
Pizzone necropolis,https://pleiades.stoa.org/places/776750186,cemetery,40.7428104,14.6664797,precise,
Gebel Teir,https://pleiades.stoa.org/places/776176,church,25.538681,30.560442,precise,
Germeshin,https://pleiades.stoa.org/places/776177,church,24.874605,30.562172,precise,
Gebel Tafnis,https://pleiades.stoa.org/places/776175,church,24.718849,30.624305,precise,
Mausoleum of Diocletian,https://pleiades.stoa.org/places/776855891,church-2,43.50803037848840,16.440465369783400,precise,
[Per-ousekh],https://pleiades.stoa.org/places/776215,temple-2,25.286592249219900,30.55789813177710,precise,
el-Nadura,https://pleiades.stoa.org/places/776206,temple,25.468643,30.560844,precise,
So-called Temple of Cybele,https://pleiades.stoa.org/places/778145953,temple-2,32.8175188,21.8576983,precise,
So-called Temple of the Dioscuri,https://pleiades.stoa.org/places/778145952,temple-2,32.8177715,21.8575782,precise,
Plataean Tumulus (Marathon),https://pleiades.stoa.org/places/774102407,tumulus,38.1232299,23.949001,precise,
Necropolis of Grottini di Rota,https://pleiades.stoa.org/places/7721733,cemetery,42.12932187940290,12.033261234364300,precise,
Megali Magoula,https://pleiades.stoa.org/places/775133290,tomb,37.50165400099110,23.42374026803820,precise,
Ipogeo dell'Oplita,https://pleiades.stoa.org/places/775133289,tomb,41.21344000038120,16.05151075356810,precise,
Necropolis of Campovalano,https://pleiades.stoa.org/places/775271064,cemetery,42.7233204,13.6715413,precise,
San Teodoro al Palatino,https://pleiades.stoa.org/places/76960231,church-2,41.890578839834800,12.48445673714430,precise,
Synagogue phase 1,https://pleiades.stoa.org/places/769637722,synagogue,34.74746540896020,40.72691279295770,precise,
Synagogue phase 2,https://pleiades.stoa.org/places/769637723,synagogue,34.74748641368130,40.72703862549040,precise,
Enunmah,https://pleiades.stoa.org/places/76011694,temple-2,30.962762981050900,46.104456556056700,precise,
Prokhorovka,https://pleiades.stoa.org/places/760388222,cemetery,53.07187143333120,54.894500142220400,precise,
Tushqah,https://pleiades.stoa.org/places/760388221,cemetery,22.5224,31.9673,precise,
Cancho Roano,https://pleiades.stoa.org/places/767047425,sanctuary,38.7007859,-5.686259,precise,
Temple of the Storm God at Aleppo,https://pleiades.stoa.org/places/767632326,temple-2,36.1993608,37.1625773,precise,
Pānṛ I,https://pleiades.stoa.org/places/766186562,sanctuary,34.773868,72.374928,precise,
Wadi Nagat,https://pleiades.stoa.org/places/766426,church-2,27.047123,33.287061,precise,
Tomb of Cossinia,https://pleiades.stoa.org/places/766267488,tomb,41.9630369,12.8038534,precise,
Rock-cut Sanctuary of Letoids and Nymphs ,https://pleiades.stoa.org/places/761372573,sanctuary,36.6962568,29.7223826,precise,
Köşkerli,https://pleiades.stoa.org/places/768684720,church-2,36.609505,34.206326,precise,
Cave of Saint Peter,https://pleiades.stoa.org/places/768102284,church-2,36.2093689,36.178074,precise,
Chalkotheke,https://pleiades.stoa.org/places/764971247,treasury,37.97132,23.72583,precise,
Yeha Temple,https://pleiades.stoa.org/places/763458797,temple-2,14.28571035675160,39.01911802700530,precise,
Temple of Baalshamin,https://pleiades.stoa.org/places/763337277,temple-2,34.553419868472800,38.26999306396340,precise,
Emašmaš,https://pleiades.stoa.org/places/763257295,temple-2,36.3594193,43.1527334,precise,
Torraccio a Poggio Moiano,https://pleiades.stoa.org/places/762843934,tomb,42.2130564,12.822563,precise,
Bolʹshoĭ Salbykskiĭ kurgan,https://pleiades.stoa.org/places/765003289,tomb,53.89423825820740,90.77312335874190,precise,
Temple of Iuno Moneta,https://pleiades.stoa.org/places/76518529,church-2,41.89394747960970,12.483184410039200,precise,
Piana del Lago Sanctuary,https://pleiades.stoa.org/places/765249114,sanctuary,42.5340025,11.9585726,precise,
Bolʹshoĭ Petropavlovskiĭ burial ground,https://pleiades.stoa.org/places/719977882,cemetery,45.060068,40.533009,precise,
Shio-Mgvime monastery,https://pleiades.stoa.org/places/710864305,abbey,41.8624558,44.6405577,precise,
Pozzo Pantaleo,https://pleiades.stoa.org/places/710588451,tomb,41.86580631297360,12.462978741705600,precise,
Temple F at Selinus,https://pleiades.stoa.org/places/71706222,temple-2,37.5874936,12.8344107,precise,
Tatev Monastery,https://pleiades.stoa.org/places/71701517,abbey,39.3793569,46.2501529,precise,
"Banditaccia necropolis, Caere",https://pleiades.stoa.org/places/717880824,cemetery,41.999083,12.096765,precise,
