Object ID,Name,place type,Analysis,Information,Entity type,Pleiades,[Location] Long,[Location] Lat,In - Object ID,In - Name,Pleiades,In - [Location] Geometry,Near - Object ID,Near - Name,Pleiades,Near - [Location] Geometry,Alt. name for - Object ID,Name,Pleiades,Alt. name for - [Location] Geometry
10151037,🌍 the Sanctuaries of Apollo Amazonios and Artemis Astrateia at Pyrrhicos (Laconia),sanctuary,2,,Place,,22.432959,36.659054,10149939,🌍 Pyrrhichos (Laconia) city in Laconia,570642,"22.432959, 36.659054",,,,,,,,
10151492,🌍 the Sanctuary of Olympian Zeus at Athens dedicated by Deucalion,sanctuary,7,dedicated by Deucalion,Place,,23.726268222012,37.972453602957,8188815,🌍 Athens (Attica) city in Attica,579885,"23.726268222012, 37.972453602957",,,,,,,,
10151550,🌍 the Sanctuary of Dionysos at Athens near the Theater of Dionysos,sanctuary,1,near the Theater of Dionysos,Place,,23.726268222012,37.972453602957,8188815,🌍 Athens (Attica) city in Attica,579885,"23.726268222012, 37.972453602957",10151549,🏛️ the Theater of Dionysos (Athens),649966335,"23.72775, 37.970278",,,,
10152984,🌍 the Sanctuary of Horse Poseidon near Mantineia,sanctuary,5,,Place,,22.3925775,37.6173785,,,,,9364225,🌍 Mantineia (Arcadia) city in Arcadia,570459,"22.3925775, 37.6173785",,,,
10153062,🌍 the Sanctuary of Apollo at Corinth near Peirene,sanctuary,-,near Peirene,Place,,22.880841392507,37.906329164397,8188812,🌍 Corinth (Argolid) city in the Argolid,570182,"22.880841392507, 37.906329164397",,,,,,,,
10153085,🌍 the Sanctuary of Poseidon at Isthmia,sanctuary,6,,Place,,22.9931345,37.9158035,9612969,🌍 Isthmia (Argolid) site of the Isthmian Games,570316,"22.9931345, 37.9158035",,,,,,,,
10153097,🌍 the Sanctuary of Doto at Gabala (Syria),sanctuary,1,,Place,,35.922327,35.378062,10153096,🌍 Gabala (Syria) city in Syria,668250,"35.922327, 35.378062",,,,,,,,
11288895,🏛️ the Temple of Aphrodite at Corinth on the Acrocorinth,temple,-,on the Acrocorinth,Landmark,,22.87164575,37.89131115,10153076,🌍 the Acrocorinth (Corinth) citadel of Corinth,570059,"22.87164575, 37.89131115",,,,,,,,
10153214,🌍 the Sanctuary of Hera Bounaia at Corinth on the Acrocorinth,sanctuary,1,on the Acrocorinth,Place,,22.87164575,37.89131115,10153076,🌍 the Acrocorinth (Corinth) citadel of Corinth,570059,"22.87164575, 37.89131115",,,,,,,,
10157580,🌍 the Sanctuary of Apollo at Athens on NW side of Athenian Acropolis,sanctuary,1,on NW side of Athenian Acropolis,Place,,23.726166,37.971421,8188821,🌍 the Acropolis of Athens,638356144,"23.726166, 37.971421",,,,,,,,
10158460,🌍 the Sanctuary of the Semnai at Athens on the Areiopagos,sanctuary,3,on the Areiopagos,Place,,23.723371987661,37.972372105112,8190499,🌍 the Areiopagos (Athens) at Athens,969121823,"23.723371987661, 37.972372105112",,,,,,,,
10158643,🌍 the Sanctuary of Ares and Aphrodite near Argos,sanctuary,2,,Place,,22.719464,37.631561,,,,,8228853,🌍 Argos (city) city in the Peloponnese,570106,"22.719464, 37.631561",,,,
10158747,🌍 the Sanctuary of Dionysos at Sicyon on the Citadel of Sicyon,sanctuary,4,on the Citadel of Sicyon,Place,,,,10158707,🌍 the Citadel of Sicyon at Sicyon in the Argolid,,,,,,,,,,
10158822,🌍 the Sanctuary of Peitho at Sicyon in the Agora of Sicyon,sanctuary,1,in the Agora of Sicyon,Place,,,,10158841,🌍 the Agora of Sicyon,,,,,,,,,,
10159001,🌍 the Sanctuary of Heracles at Sicyon,sanctuary,1,,Place,,22.712193310834,37.983819217861,8194532,🌍 Sicyon (Argolid) city in the Argolid,570668,"22.712193310834, 37.983819217861",,,,,,,,
10159006,🌍 the Sanctuary of Asclepios at Sicyon,sanctuary,2,,Place,,22.712193310834,37.983819217861,8194532,🌍 Sicyon (Argolid) city in the Argolid,570668,"22.712193310834, 37.983819217861",,,,,,,,
10159017,🌍 the Sanctuary of Aphrodite at Sicyon,sanctuary,-,,Place,,22.712193310834,37.983819217861,8194532,🌍 Sicyon (Argolid) city in the Argolid,570668,"22.712193310834, 37.983819217861",,,,,,,,
10159226,🌍 the Sanctuary of Artemis and Apollo at Sicyon established by Epopeus,sanctuary,1,established by Epopeus,Place,,22.712193310834,37.983819217861,8194532,🌍 Sicyon (Argolid) city in the Argolid,570668,"22.712193310834, 37.983819217861",,,,,,,,
10159228,🌍 the Sanctuary of Hera at Sicyon established by Adrastos,sanctuary,1,established by Adrastos,Place,,22.712193310834,37.983819217861,8194532,🌍 Sicyon (Argolid) city in the Argolid,570668,"22.712193310834, 37.983819217861",,,,,,,,
10159235,🌍 the Sanctuary of Demeter at Sicyon established by Plemnaios,sanctuary,1,established by Plemnaios,Place,,22.712193310834,37.983819217861,8194532,🌍 Sicyon (Argolid) city in the Argolid,570668,"22.712193310834, 37.983819217861",,,,,,,,
10159247,🌍 the Sanctuary of Asclepios at Titane (Argolid) established by Alexanor,sanctuary,3,established by Alexanor,Place,,22.623851,37.919512,10158633,🌍 Titane (Argolid) city in the Argolid,570741,"22.623851, 37.919512",,,,,,,,
10159950,🌍 the Sanctuary of Artemis Horse-finder at Pheneos (Arcadia),sanctuary,2,,Place,,22.295238,37.919454,9719383,🌍 Pheneos (Arcadia) city in Arcadia,570595,"22.295238, 37.919454",,,,,,,,
10185200,🌍 the Sanctuary of Apollo Lycios at Argos,sanctuary,10,,Place,,22.719464,37.631561,8228853,🌍 Argos (city) city in the Peloponnese,570106,"22.719464, 37.631561",,,,,,,,
10185273,🌍 the Sanctuary of Apollo and Artemis near Pheneos (Arcadia) built by Heracles after sacking Elis,sanctuary,2,built by Heracles after sacking Elis,Place,,22.295238,37.919454,,,,,9719383,🌍 Pheneos (Arcadia) city in Arcadia,570595,"22.295238, 37.919454",,,,
10185361,🌍 the Sanctuary of Athena Salpinx at Argos,sanctuary,1,,Place,,22.719464,37.631561,8228853,🌍 Argos (city) city in the Peloponnese,570106,"22.719464, 37.631561",,,,,,,,
10186963,🌍 the Sanctuary of Pelasgian Demeter at Argos,sanctuary,1,,Place,,22.719464,37.631561,8228853,🌍 Argos (city) city in the Peloponnese,570106,"22.719464, 37.631561",,,,,,,,
10187056,🌍 the Sanctuary of Eilethyia at Argos,sanctuary,3,,Place,,22.719464,37.631561,8228853,🌍 Argos (city) city in the Peloponnese,570106,"22.719464, 37.631561",,,,,,,,
10187120,🌍 the Sanctuary of Asclepios at Argos,sanctuary,1,,Place,,22.719464,37.631561,8228853,🌍 Argos (city) city in the Peloponnese,570106,"22.719464, 37.631561",,,,,,,,
10187160,🌍 the Sanctuary of Athena Oxyderces at Argos on Larisa,sanctuary,2,on Larisa,Place,,,,10187153,🌍 Larisa (Argos) the citadel of Argos,,,,,,,,,,
10191921,🌍 the Sanctuary of Artemis at Megara built by Agamemnon,sanctuary,1,built by Agamemnon,Place,,23.340163,37.985078,9619397,🌍 Megara (Argolid) city on the Attica-Argolid border,570468,"23.340163, 37.985078",,,,,,,,
10192080,🌍 the Sanctuary of Zeus Panhellenios at Aigina on Mount Panhellenios,sanctuary,4,on Mount Panhellenios,Place,,23.4961073,37.7007514,10192078,🌍 Mount Panhellenios (Aigina) mountain on Aigina,580055,"23.4961073, 37.7007514",,,,,,,,
10192739,🌍 the Sanctuary of Saronian Artemis near Troizen (Argolid),sanctuary,2,,Place,,23.362444,37.496395,,,,,8254016,🌍 Troizen (Argolid) city in the Argolid,570756,"23.362444, 37.496395",,,,
10210588,🌍 the Sanctuary of Dionysos at Megara built by Polyidos,sanctuary,5,built by Polyidos,Place,,23.340163,37.985078,9619397,🌍 Megara (Argolid) city on the Attica-Argolid border,570468,"23.340163, 37.985078",,,,,,,,
10210634,🌍 the Sanctuary of Artemis Hermasia at Lousoi (Arcadia),sanctuary,5,,Place,,22.1120191,37.9718256,10210633,🌍 Lousoi (Arcadia) city in Arcadia,570438,"22.1120191, 37.9718256",,,,,,,,
10214291,🌍 the Sanctuary of Aphrodite Erycine at Psophis (Arcadia),sanctuary,1,,Place,,21.892903,37.871725,8253978,🌍 Psophis (Arcadia) city in Arcadia,570638,"21.892903, 37.871725",,,,,,,,
10214347,🌍 the Sanctuary of Onceian Apollo at Thelpousa (Arcadia),sanctuary,1,,Place,,21.87884,37.710489,10214322,🌍 Thelpousa (Arcadia) city in Arcadia,570722,"21.87884, 37.710489",,,,,,,,
10214795,🌍 the Sanctuary of Pan near Acacesion (Arcadia),sanctuary,2,,Place,,,,,,,,10126185,🌍 Acacesion (Arcadia) unlocated city in Arcadia,573061,,,,,
10214799,🌍 the Sanctuary of the Muses at Troizen,sanctuary,1,,Place,,23.362444,37.496395,8254016,🌍 Troizen (Argolid) city in the Argolid,570756,"23.362444, 37.496395",,,,,,,,
10214846,🌍 the Sanctuary of Thearian Apollo at Troizen,sanctuary,1,,Place,,23.362444,37.496395,8254016,🌍 Troizen (Argolid) city in the Argolid,570756,"23.362444, 37.496395",,,,,,,,
10214894,🌍 the Sanctuary of Zeus Soter at Troizen,sanctuary,1,,Place,,23.362444,37.496395,8254016,🌍 Troizen (Argolid) city in the Argolid,570756,"23.362444, 37.496395",,,,,,,,
10214897,🌍 the Sanctuary of Demeter Chthonia at Hermion (Argolid),sanctuary,6,,Place,,23.243591,37.385218,9055302,"🌍 Hermion (Argolid) city in southern Argolid encompassing also ""Old Hermion"",a Mycenaean city in ruins in the historical period",570292,"23.243591, 37.385218",,,,,,,,
10214902,🌍 the Sanctuary of Hippolytos at Troizen,sanctuary,5,,Place,,23.362444,37.496395,8254016,🌍 Troizen (Argolid) city in the Argolid,570756,"23.362444, 37.496395",,,,,,,,
10214934,🌍 the Sanctuary of Aphrodite Nymphia near Troizen,sanctuary,1,,Place,,23.362444,37.496395,,,,,8254016,🌍 Troizen (Argolid) city in the Argolid,570756,"23.362444, 37.496395",,,,
10217900,🌍 the Sanctuary of Athena Saviour and Poseidon on Mount Boreion (Arcadia),sanctuary,1,,Place,,22.25,37.25,10217899,🌍 Mount Boreion (Arcadia) in Arcadia,570158,"22.25, 37.25",,,,,,,,
10267003,🌍 the Sanctuary of Eileithyia at Tegea,sanctuary,1,,Place,,22.420672,37.455301,8254025,🌍 Tegea (Arcadia) city in Arcadia,570707,"22.420672, 37.455301",,,,,,,,
10267093,🌍 the Sanctuary of Pelops at Olympia in the Sanctuary of Olympian Zeus,sanctuary,2,in the Sanctuary of Olympian Zeus,Place,,,,10217933,🌍 the Sanctuary of Zeus at Olympia,,,,,,,,,,
10268821,🌍 the Sanctuary of Demeter Chamyne at Olympia,sanctuary,2,,Place,,21.630874780357,37.638689420584,9605463,🌍 Olympia (Elis) home of the Olympic Games,570531,"21.630874780357, 37.638689420584",,,,,,,,
10268940,🌍 the Sanctuary of Artemis Cordax near Pisa (Elis),sanctuary,2,,Place,,21.653041,37.639535,,,,,8194337,🌍 Pisa (Elis) city in Elis,570612,"21.653041, 37.639535",,,,
10274588,🌍 the Sanctuary of Zeus Homagyrios near Aigion (Achaia),sanctuary,2,,Place,,22.081952,38.252707,,,,,9718745,🌍 Aigion (Achaia) city in Achaia,570049,"22.081952, 38.252707",,,,
10274623,🌍 the Sanctuary of Isis near Tithorea (Phocis),sanctuary,1,,Place,,22.673318,38.5817245,,,,,10153163,🌍 Tithorea (Phocis) city in Phocis,541152,"22.673318, 38.5817245",,,,
10276484,🌍 the Sanctuary of Mysian Demeter at Pellene built by Mysios,sanctuary,2,built by Mysios,Place,,22.548344,38.043207,9718744,🌍 Pellene (Achaia) city in Achaia,570576,"22.548344, 38.043207",,,,,,,,
10360306,🌍 the Sanctuary of Athena Telchinia at Teumessos (Boiotia),sanctuary,1,,Place,,23.382283,38.357554,10185244,🌍 Teumessos (Boiotia) city in Boiotia,541133,"23.382283, 38.357554",,,,,,,,
10473826,🌍 the Sanctuary of Zeus on Mount Lycaion (Arcadia),sanctuary,4,,Place,,21.975,37.456944,10113585,🌍 Mount Lycaion (Arcadia) mountain in Arcadia,570441,"21.975, 37.456944",,,,,,,,
10764746,🌍 the Sanctuary of Demeter Erinys and Demeter Lousia at Thelpousa (Arcadia),sanctuary,3,,Place,,21.87884,37.710489,10214322,🌍 Thelpousa (Arcadia) city in Arcadia,570722,"21.87884, 37.710489",,,,,,,,
10767668,🌍 the Sanctuary of Asclepios Pais at Thelpousa (Arcadia),sanctuary,1,,Place,,21.87884,37.710489,10214322,🌍 Thelpousa (Arcadia) city in Arcadia,570722,"21.87884, 37.710489",,,,,,,,
10769651,🌍 the Sanctuary of Asclepios Pais at Megalopolis (Arcadia),sanctuary,1,,Place,,22.1273485,37.4124175,10214482,🌍 Megalopolis (Arcadia) Arcadian city founded in the 4th century BCE,570467,"22.1273485, 37.4124175",,,,,,,,
10769981,🌍 the Sanctuary of Athena Poliatis at Tegea (Arcadia),sanctuary,1,,Place,,22.420672,37.455301,8254025,🌍 Tegea (Arcadia) city in Arcadia,570707,"22.420672, 37.455301",,,,,,,,
10771941,🌍 the Sanctuary of Zeus Hypsistos at Thebes,sanctuary,1,,Place,,23.317577,38.319156,8253960,🌍 Thebes (Boiotia) city in Boiotia,541138,"23.317577, 38.319156",,,,,,,,
10771991,🌍 the Sanctuary of Ismenian Apollo at Thebes,sanctuary,13,,Place,,23.317577,38.319156,8253960,🌍 Thebes (Boiotia) city in Boiotia,541138,"23.317577, 38.319156",,,,,,,,
10772006,🌍 the Sanctuary of Heracles at Thebes,sanctuary,9,,Place,,23.317577,38.319156,8253960,🌍 Thebes (Boiotia) city in Boiotia,541138,"23.317577, 38.319156",,,,,,,,
10772048,🌍 the Sanctuary of Artemis Eucleia at Thebes,sanctuary,3,,Place,,23.317577,38.319156,8253960,🌍 Thebes (Boiotia) city in Boiotia,541138,"23.317577, 38.319156",,,,,,,,
10773521,🌍 the Sanctuary of Demeter at Mycalessos (Boiotia),sanctuary,2,,Place,,23.519602,38.41672,9651940,🌍 Mycalessos (Boiotia) city in Boiotia,540953,"23.519602, 38.41672",,,,,,,,
10773537,🌍 the Sanctuary of Hermes Promachos at Tanagra (Boiotia),sanctuary,1,,Place,,23.581173,38.300198333333,10191984,🌍 Tanagra (Boiotia) city in Boiotia,580114,"23.581173, 38.300198333333",,,,,,,,
10774315,🌍 the Sanctuary of Heracles Rhinokoloustes at Thebes,sanctuary,1,,Place,,23.317577,38.319156,8253960,🌍 Thebes (Boiotia) city in Boiotia,541138,"23.317577, 38.319156",,,,,,,,
10774951,🌍 the Sanctuary of the Muses at Thespiai (Boiotia),sanctuary,4,,Place,,23.1528615,38.295831,8253967,🌍 Thespiai (Boiotia) city in Boiotia,541141,"23.1528615, 38.295831",,,,,,,,
10785268,🌍 the Sanctuary of Athena Itonia at Coroneia (Boiotia),sanctuary,7,,Place,,22.957112,38.391204,9651955,🌍 Coroneia (Boiotia) city in Boiotia,540717,"22.957112, 38.391204",,,,,,,,
10785504,🌍 the Sanctuary of Laphystian Zeus on Mount Laphystios (Boiotia) near Coroneia,sanctuary,1,near Coroneia,Place,,,,10270214,🌍 Mount Laphystios (Boiotia),,,,,,,,,,
10785780,🌍 the Sanctuary of the Charites at Orchomenos (Boiotia),sanctuary,4,,Place,,22.978315,38.494575333333,8253969,🌍 Orchomenos (Boiotia) city in Boiotia,540987,"22.978315, 38.494575333333",,,,,,,,
10786055,🌍 the Sanctuary of Adonis and Aphrodite at Amathous (Cyprus),sanctuary,2,,Place,,33.13708095,34.712264,10293688,🌍 Amathous (Cyprus) city in Cyprus,707462,"33.13708095, 34.712264",,,,,,,,
10856383,🌍 the Sanctuary of Ares Theritas near Therapne (Laconia),sanctuary,4,,Place,,22.454916,37.060007,,,,,10082248,🌍 Therapne (Laconia) city in Laconia,570723,"22.454916, 37.060007",,,,
11009666,🌍 the Sanctuary of Aphrodite Ourania at Athens,sanctuary,1,,Place,,23.726268222012,37.972453602957,8188815,🌍 Athens (Attica) city in Attica,579885,"23.726268222012, 37.972453602957",,,,,,,,
11066668,🌍 the Sanctuary of Hippothoon near Eleusis (Attica),sanctuary,1,,Place,,23.537401,38.041101,,,,,8188814,🌍 Eleusis (Attica) city in Attica,579920,"23.537401, 38.041101",,,,
11066670,🌍 the Sanctuary of Zarex near Eleusis (Attica),sanctuary,1,,Place,,23.537401,38.041101,,,,,8188814,🌍 Eleusis (Attica) city in Attica,579920,"23.537401, 38.041101",,,,
11066733,🌍 the Sanctuary of Metaneira near Eleusis (Attica),sanctuary,1,,Place,,23.537401,38.041101,,,,,8188814,🌍 Eleusis (Attica) city in Attica,579920,"23.537401, 38.041101",,,,
11191165,🌍 the Sanctuary of Apollo Prostaterios at Megara,sanctuary,-,,Place,,23.340163,37.985078,9619397,🌍 Megara (Argolid) city on the Attica-Argolid border,570468,"23.340163, 37.985078",,,,,,,,
11191186,🌍 the Sanctuary of Athena the Mother at Elis,sanctuary,1,,Place,,21.25,37.75,,,,,8228866,🌍 Elis (region) region in the Peloponnese,570221,"21.25, 37.75",,,,
11260552,🌍 the Sanctuary of Zeus Tropaios at Sparta on the Aphetaid Road,sanctuary,1,on the Aphetaid Road,Place,,,,10150670,🏛️ Aphetaid Road (Sparta) at Sparta,,,,,,,,,,
11288576,🌍 the Sanctuary of Apollo Carneios at Sparta,sanctuary,4,,Place,,22.4272985,37.077905,8194308,🌍 Sparta (Laconia) city in Laconia,570685,"22.4272985, 37.077905",,,,,,,,
11288853,🌍 the Sanctuary of Athena Asia at Colchis,sanctuary,1,,Place,,42.5,42.5,,,,,8254022,🌍 Colchis (Pontos) region on the Black Sea,863770,"42.5, 42.5",,,,
11288955,🌍 the Sanctuary of Athena at Titane (Argolid),sanctuary,1,,Place,,22.623851,37.919512,10158633,🌍 Titane (Argolid) city in the Argolid,570741,"22.623851, 37.919512",,,,,,,,
11289037,🌍 the Sanctuary of Perseus near Mycenae (Argolid),sanctuary,1,,Place,,22.7540710459,37.73003457114,,,,,8194382,🌍 Mycenae (Argolid) city in the Argolid,570491,"22.7540710459, 37.73003457114",,,,
11289079,🌍 the Sanctuary of Artemis Peitho at Argos,sanctuary,1,,Place,,22.719464,37.631561,8228853,🌍 Argos (city) city in the Peloponnese,570106,"22.719464, 37.631561",,,,,,,,
11289350,🌍 the Sanctuary of the Anaktes Dioscouroi near Lerna (Argolid),sanctuary,1,,Place,,22.7183258,37.5512409,,,,,8253954,🌍 Lerna (Argolid) city in the Argolid,570424,"22.7183258, 37.5512409",,,,
11297170,"🌍 the Sanctuary of Poseidon at Pellene (Achaia) in Pausanias' time a sanctuary, but previously a city",sanctuary,1,"in Pausanias' time a sanctuary, but previously a city",Place,,22.548344,38.043207,,,,,9718744,🌍 Pellene (Achaia) city in Achaia,570576,"22.548344, 38.043207",,,,
11320474,🏛️ the Chasm in the Sanctuary of Olympian Zeus at Athens created by Deucalion's flood,chasm,2,created by Deucalion's flood,Landmark,,,,10151492,🌍 the Sanctuary of Olympian Zeus at Athens dedicated by Deucalion,,,,,,,,,,
10774937,"🌍 the Sanctuary of Heracles at Thespiai (Boiotia) dedicated either to the son of Amphitryon, or to the Dactyl",sanctuary,3,"dedicated either to the son of Amphitryon, or to the Dactyl",Place,571386563,23.1528615,38.295831,8253967,🌍 Thespiai (Boiotia) city in Boiotia,541141,"23.1528615, 38.295831",,,,,,,,
10274281,🏛️ the Temple of Artemis Triclaria at Patrai (Achaia),temple,9,,Landmark,,21.735631,38.247847,10127953,🌍 Patrai (Achaia) city in Achaia,570567,"21.735631, 38.247847",,,,,,,,
10785401,🏛️ the Temple of Apollo at Delos,temple,3,,Landmark,599506,25.268867999999998,37.3993075,9055231,🌍 Delos (island) sanctuary of Apollo on island in the Aegean,599588,"25.270238900512, 37.392022210974",,,,,,,,
10991032,🏛️ the Temple of Apollo Smintheus at Sminthe (Troad),temple,6,,Landmark,550892,26.117741495284,39.536207099825,11308628,🌍 Sminthe (Troad) city in Troad,550892,"26.117741495284, 39.536207099825",,,,,,,,
10769868,🏛️ the Temple of Heracles at Cynosarges (Athens) honoring Heracles and others related to him,temple,1,honoring Heracles and others related to him,Landmark,,,,11308216,🌍 Cynosarges (Athens) area of Athens,,,,,,,,,,
10217830,🏛️ the Temple of Hera at Olympia in the Sanctuary of Olympian Zeus,temple,6,in the Sanctuary of Olympian Zeus,Landmark,584889481,21.6297667,37.638872575,10217933,🌍 the Sanctuary of Zeus at Olympia,,,,,,,,,,
10267699,🏛️ the Temple of Paphian Aphrodite at Tegea,temple,1,,Landmark,,22.420672,37.455301,8254025,🌍 Tegea (Arcadia) city in Arcadia,570707,"22.420672, 37.455301",,,,,,,,
11305169,🏛️ the Temple of Apollo at Patara (Lycia),temple,3,,Landmark,,29.314500999999996,36.261794666667,10276475,🌍 Patara (Lycia) city in Lycia,639042,"29.314500999999996, 36.261794666667",,,,,,,,
10113537,🏛️ the Temple of Heracles at Abia (Messenia) built by Abia,temple,2,built by Abia,Landmark,,22.142494,36.964322,10113505,🌍 Abia (Messenia) city in Messenia,570027,"22.142494, 36.964322",,,,,,,,
10146663,🏛️ the Temple of Asclepios at Nicomedia (Asia Minor),temple,1,,Landmark,,29.919887,40.7651905,10146662,🌍 Nicomedia (Asia Minor) city in Asia Minor,511337,"29.919887, 40.7651905",,,,,,,,
10149897,🏛️ the Temple of Athena Asia at Old Las (Laconia) on Mt Asia,temple,2,on Mt Asia,Landmark,,,,11288852,"🌍 Old Las (Laconia) on Mount Asia, functioning in the mythic period",,,,,,,,,,
10149911,🏛️ the Temple of Asclepios Cotyleus near Therapne (Laconia),temple,2,,Landmark,,22.454916,37.060007,,,,,10082248,🌍 Therapne (Laconia) city in Laconia,570723,"22.454916, 37.060007",,,,
10150380,🏛️ the Temple of Athena Poliouchos at Sparta on the Citadel of Sparta,temple,3,on the Citadel of Sparta,Landmark,,,,10150378,🌍 the Sanctuary of Athena Poliouchos at Sparta on the Citadel of Sparta,,,,,,,,,,
10151128,🏛️ the Temple of Eileithyia at Athens,temple,3,,Landmark,,23.726268222012,37.972453602957,8188815,🌍 Athens (Attica) city in Attica,579885,"23.726268222012, 37.972453602957",,,,,,,,
10151181,🏛️ the Temple of Kore Soteira at Sparta,temple,3,,Landmark,,22.4272985,37.077905,8194308,🌍 Sparta (Laconia) city in Laconia,570685,"22.4272985, 37.077905",,,,,,,,
10151497,🏛️ the Temple of Apollo Delphinios at Athens,temple,6,,Landmark,,23.726268222012,37.972453602957,8188815,🌍 Athens (Attica) city in Attica,579885,"23.726268222012, 37.972453602957",,,,,,,,
